account_id,customer_id,branch_id,account_type,status,open_date,balance,currency,interest_rate
ACC00011053,CUST0003347,BR0027,Savings,Active,2019-08-12,15155.91,INR,6.74
ACC00011054,CUST0001811,BR0022,Savings,Active,2020-06-20,1118.9,INR,3.76
ACC00011055,CUST0009320,BR0031,FD,Dormant,2022-10-03,6131.1,INR,5.59
ACC00011056,CUST0007210,BR0040,NRI,Active,2026-01-01,3007.61,INR,8.4
ACC00011057,CUST0002713,BR0006,Savings,Active,2024-03-19,28503.83,INR,3.01
ACC00011058,CUST0007459,BR0033,Current,Active,2025-11-18,156242.85,INR,2.74
ACC00011059,CUST0006880,BR0007,Savings,Active,2023-06-03,1547.32,INR,5.74
ACC00011060,CUST0004536,BR0006,Current,Active,2020-10-16,8774.25,INR,8.35
ACC00011061,CUST0003110,BR0001,Current,Closed,2019-02-07,55753.51,EUR,7.36
ACC00011062,CUST0004205,BR0039,FD,Active,2025-12-11,43002.51,INR,3.95
ACC00011063,CUST0002478,BR0046,Savings,Active,2024-12-04,82633.38,INR,7.81
ACC00011064,CUST0009637,BR0038,Savings,Active,2022-07-15,34477.34,INR,5.97
ACC00011065,CUST0006490,BR0042,Savings,Active,2020-03-02,346452.45,INR,8.14
ACC00011066,CUST0000381,BR0050,Current,Active,2026-01-01,15723.56,INR,7.25
ACC00011067,CUST0009720,BR0048,Savings,Active,2020-04-01,64269.95,INR,3.69
ACC00011068,CUST0002622,BR0044,Savings,Dormant,2021-05-09,6217.0,INR,5.32
ACC00011069,CUST0003582,BR0029,Savings,Active,2020-11-09,52243.77,INR,6.81
ACC00011070,CUST0005663,BR0011,Savings,Active,2021-02-02,48895.18,INR,6.49
ACC00011071,CUST0003102,BR0028,FD,Dormant,2024-05-01,25421.98,INR,5.09
ACC00011072,CUST0003650,BR0040,Savings,Dormant,2023-04-19,28826.9,USD,7.8
ACC00011073,CUST0002206,BR0015,Savings,Active,2019-08-14,115441.95,INR,3.38
ACC00011074,CUST0003440,BR0030,Savings,Active,2025-07-18,3266.55,INR,6.41
ACC00011075,CUST0001383,BR0023,Savings,Active,2023-11-16,292365.82,INR,5.58
ACC00011076,CUST0008815,BR0012,Current,Active,2025-12-30,33112.39,INR,3.76
ACC00011077,CUST0002772,BR0028,Current,Active,2020-03-08,37316.93,INR,3.4
ACC00011078,CUST0005523,BR0031,Savings,Active,2026-02-22,1808.08,INR,6.73
ACC00011079,CUST0006793,BR0030,FD,Active,2023-08-28,93488.36,INR,3.01
ACC00011080,CUST0008022,BR0039,Savings,Active,2022-06-26,5312.15,INR,3.99
ACC00011081,CUST0000134,BR0016,NRI,Active,2022-10-07,10097.78,INR,3.38
ACC00011082,CUST0004797,BR0030,Savings,Active,2020-09-13,45654.0,INR,2.84
ACC00011083,CUST0005797,BR0004,Current,Active,2019-05-06,24003.47,INR,6.69
ACC00011084,CUST0009468,BR0033,Current,Active,2022-10-15,50775.97,INR,3.73
ACC00011085,CUST0006087,BR0033,Savings,Active,2022-05-07,13329.87,USD,3.87
ACC00011086,CUST0006292,BR0028,Current,Active,2023-09-18,48091.62,INR,4.09
ACC00011087,CUST0008700,BR0021,FD,Active,2019-10-15,290767.23,INR,3.19
ACC00011088,CUST0007966,BR0015,Current,Active,2024-08-02,46389.75,INR,4.84
ACC00011089,CUST0000530,BR0026,FD,Active,2024-03-09,4775.22,INR,4.3
ACC00011090,CUST0002239,BR0014,Savings,Active,2019-03-26,1602.65,INR,2.95
ACC00011091,CUST0006077,BR0015,Savings,Closed,2020-09-09,7172.82,INR,7.72
ACC00011092,CUST0000406,BR0002,Savings,Active,2021-11-20,22025.75,INR,8.23
ACC00011093,CUST0004184,BR0016,Current,Active,2025-08-09,1448.98,INR,4.36
ACC00011094,CUST0004703,BR0037,Savings,Active,2021-07-25,158522.5,INR,7.45
ACC00011095,CUST0005553,BR0011,Savings,Active,2020-03-08,5672.22,INR,6.58
ACC00011096,CUST0004370,BR0011,Current,Active,2024-04-10,70932.26,INR,5.5
ACC00011097,CUST0008253,BR0033,Current,Active,2023-04-04,47016.58,INR,3.56
ACC00011098,CUST0008274,BR0002,Savings,Dormant,2021-05-02,1416.06,USD,3.52
ACC00011099,CUST0003780,BR0033,Current,Active,2019-01-06,12019.2,INR,6.43
ACC00011100,CUST0003975,BR0003,Savings,Active,2026-01-05,10284.12,INR,6.46
ACC00011101,CUST0005441,BR0020,Savings,Active,2025-09-04,265867.09,INR,3.39
ACC00011102,CUST0007720,BR0033,Savings,Active,2023-07-05,9129.46,INR,6.81
ACC00011103,CUST0003111,BR0026,Savings,Active,2022-01-01,307617.96,INR,5.14
ACC00011104,CUST0004995,BR0049,Savings,Active,2019-01-22,172365.99,EUR,6.73
ACC00011105,CUST0008300,BR0034,Current,Active,2021-12-31,16647.85,INR,5.83
ACC00011106,CUST0007907,BR0014,Savings,Dormant,2024-11-06,46624.19,INR,2.71
ACC00011107,CUST0003335,BR0029,Savings,Active,2018-08-27,11030.9,INR,4.63
ACC00011108,CUST0001022,BR0002,Current,Active,2023-08-27,1857.33,INR,2.67
ACC00011109,CUST0001881,BR0050,RD,Active,2019-03-30,86051.21,INR,6.89
ACC00011110,CUST0003007,BR0008,Savings,Active,2023-04-09,18280.19,INR,3.61
ACC00011111,CUST0006478,BR0027,Current,Active,2020-11-04,15258.01,USD,8.15
ACC00011112,CUST0001216,BR0008,Current,Active,2020-06-20,110296.97,INR,8.46
ACC00011113,CUST0000321,BR0007,Current,Active,2024-03-11,20201.04,INR,7.79
ACC00011114,CUST0001052,BR0011,Savings,Active,2025-12-16,213336.18,INR,4.41
ACC00011115,CUST0003386,BR0039,Savings,Active,2019-09-22,18490.61,INR,3.03
ACC00011116,CUST0006162,BR0030,Savings,Active,2020-12-09,26406.68,INR,6.86
ACC00011117,CUST0003182,BR0039,Savings,Active,2020-03-14,115254.01,USD,3.15
ACC00011118,CUST0004729,BR0049,Savings,Closed,2024-01-02,7817.05,INR,3.53
ACC00011119,CUST0006956,BR0047,Current,Dormant,2024-01-08,55885.01,INR,2.98
ACC00011120,CUST0007717,BR0021,Current,Active,2023-04-10,26865.86,INR,4.63
ACC00011121,CUST0001539,BR0021,Savings,Active,2025-04-09,21811.1,INR,3.75
ACC00011122,CUST0006414,BR0007,Savings,Active,2021-04-08,121667.93,INR,6.22
ACC00011123,CUST0006279,BR0020,Current,Active,2026-03-08,77270.95,INR,4.72
ACC00011124,CUST0002449,BR0049,Savings,Active,2018-07-02,23073.2,INR,4.86
ACC00011125,CUST0001519,BR0014,Current,Active,2026-01-12,16618.85,INR,5.68
ACC00011126,CUST0005203,BR0020,Savings,Dormant,2024-02-23,98273.23,INR,4.41
ACC00011127,CUST0001743,BR0005,FD,Active,2020-10-01,53923.87,EUR,4.47
ACC00011128,CUST0009895,BR0031,Current,Active,2019-09-08,9959.45,INR,4.58
ACC00011129,CUST0004175,BR0012,Savings,Active,2019-01-22,27940.35,INR,6.82
ACC00011130,CUST0001332,BR0012,FD,Active,2024-01-20,116660.13,INR,4.83
ACC00011131,CUST0009242,BR0002,FD,Active,2019-10-05,27539.9,USD,3.11
ACC00011132,CUST0002215,BR0026,Savings,Active,2020-06-01,8867.46,INR,6.59
ACC00011133,CUST0008877,BR0004,Savings,Active,2019-11-26,13293.26,INR,8.16
ACC00011134,CUST0009759,BR0030,Current,Active,2018-05-24,100303.35,INR,2.91
ACC00011135,CUST0000461,BR0034,NRI,Active,2022-04-07,17436.07,INR,7.88
ACC00011136,CUST0009256,BR0037,Current,Active,2023-09-05,4329.8,INR,4.63
ACC00011137,CUST0003941,BR0020,Savings,Active,2022-10-06,132734.66,INR,5.8
ACC00011138,CUST0003665,BR0002,Current,Active,2025-08-25,37786.72,EUR,3.42
ACC00011139,CUST0002222,BR0045,Savings,Active,2020-05-19,32291.02,INR,4.2
ACC00011140,CUST0006731,BR0035,Savings,Active,2026-03-07,77695.61,INR,3.99
ACC00011141,CUST0006698,BR0015,Savings,Active,2020-07-03,2092.16,INR,2.79
ACC00011142,CUST0003169,BR0048,Savings,Active,2023-02-24,174372.42,INR,6.26
ACC00011143,CUST0008359,BR0014,Savings,Active,2021-03-05,12702.69,INR,7.2
ACC00011144,CUST0006342,BR0036,Current,Active,2025-11-20,3539.25,INR,2.73
ACC00011145,CUST0007783,BR0049,RD,Dormant,2021-09-22,538306.93,INR,2.83
ACC00011146,CUST0006584,BR0030,FD,Active,2025-11-23,25049.89,INR,3.94
ACC00011147,CUST0000559,BR0044,Current,Active,2024-12-31,136080.48,INR,3.52
ACC00011148,CUST0003750,BR0027,Savings,Active,2023-03-25,3269.24,INR,4.06
ACC00011149,CUST0001554,BR0002,Savings,Active,2024-09-26,91885.73,INR,4.6
ACC00011150,CUST0004610,BR0021,Current,Active,2021-12-08,606.2,INR,8.34
ACC00011151,CUST0007785,BR0014,Savings,Active,2024-02-24,22483.89,INR,4.49
ACC00011152,CUST0005222,BR0027,Current,Active,2023-06-29,129771.29,INR,3.95
ACC00011153,CUST0005302,BR0021,Current,Active,2023-12-09,22689.31,INR,2.74
ACC00011154,CUST0002462,BR0023,Current,Closed,2019-06-30,49406.69,INR,6.08
ACC00011155,CUST0002539,BR0035,Savings,Closed,2021-06-20,10556.82,INR,7.91
ACC00011156,CUST0007384,BR0048,NRI,Active,2022-11-30,26032.26,INR,5.83
ACC00011157,CUST0005892,BR0008,Savings,Active,2025-10-05,2132.59,INR,7.51
ACC00011158,CUST0003591,BR0012,NRI,Active,2022-08-03,3856.93,INR,3.01
ACC00011159,CUST0001757,BR0028,Current,Active,2020-06-15,15037.64,INR,3.08
ACC00011160,CUST0006897,BR0041,FD,Active,2024-04-07,29713.15,INR,6.27
ACC00011161,CUST0002732,BR0033,Savings,Dormant,2019-12-21,1136.63,INR,3.08
ACC00011162,CUST0008173,BR0033,FD,Active,2023-04-01,127804.64,INR,5.42
ACC00011163,CUST0007373,BR0009,Savings,Dormant,2018-04-19,23736.46,INR,3.57
ACC00011164,CUST0008680,BR0015,FD,Dormant,2019-05-25,12847.15,INR,3.27
ACC00011165,CUST0001949,BR0010,Savings,Active,2021-06-15,153905.51,INR,5.66
ACC00011166,CUST0000369,BR0049,FD,Active,2021-02-06,22308.85,INR,3.31
ACC00011167,CUST0000959,BR0002,Savings,Active,2022-01-29,42628.68,INR,3.97
ACC00011168,CUST0008450,BR0003,Current,Active,2020-08-17,16661.38,INR,3.77
ACC00011169,CUST0006864,BR0023,Current,Active,2020-09-13,2812.81,INR,8.34
ACC00011170,CUST0009828,BR0010,Savings,Active,2021-03-03,7614.28,INR,2.55
ACC00011171,CUST0007272,BR0019,FD,Dormant,2025-03-11,38946.58,INR,2.96
ACC00011172,CUST0008169,BR0041,Current,Active,2019-01-11,30520.88,INR,7.68
ACC00011173,CUST0008671,BR0018,Savings,Active,2025-01-12,4202.23,INR,5.61
ACC00011174,CUST0004336,BR0035,RD,Active,2021-12-29,25704.96,EUR,3.69
ACC00011175,CUST0002416,BR0041,Savings,Active,2018-12-02,13407.32,INR,4.03
ACC00011176,CUST0007459,BR0043,Current,Dormant,2019-12-08,2296484.78,INR,7.68
ACC00011177,CUST0003570,BR0009,Current,Active,2020-05-30,39804.61,INR,8.04
ACC00011178,CUST0008480,BR0031,Savings,Active,2021-08-11,13761.76,INR,4.0
ACC00011179,CUST0009879,BR0030,Savings,Active,2025-10-15,85988.03,INR,3.78
ACC00011180,CUST0004230,BR0037,Current,Active,2020-05-12,21537.98,INR,4.69
ACC00011181,CUST0005917,BR0050,Savings,Active,2018-03-30,12291.73,INR,7.82
ACC00011182,CUST0005951,BR0012,Savings,Dormant,2021-08-16,2420.25,INR,2.56
ACC00011183,CUST0009670,BR0017,Current,Active,2018-11-22,9477.36,INR,4.96
ACC00011184,CUST0004321,BR0027,Savings,Active,2025-09-13,19824.74,EUR,4.43
ACC00011185,CUST0002685,BR0021,Current,Active,2019-02-01,16549.43,INR,6.1
ACC00011186,CUST0002032,BR0049,FD,Dormant,2023-11-09,348040.48,EUR,5.31
ACC00011187,CUST0002897,BR0048,Savings,Active,2020-05-08,71467.27,EUR,3.47
ACC00011188,CUST0000900,BR0027,Current,Active,2024-09-10,144716.69,INR,7.22
ACC00011189,CUST0004922,BR0014,Current,Active,2021-03-01,42816.4,INR,6.31
ACC00011190,CUST0006047,BR0041,Savings,Active,2019-04-15,26542.22,INR,3.47
ACC00011191,CUST0007062,BR0013,Current,Active,2019-02-20,35937.37,INR,3.72
ACC00011192,CUST0000411,BR0003,Current,Active,2022-04-06,14055.24,INR,7.38
ACC00011193,CUST0008566,BR0024,Current,Active,2022-03-16,18825.32,INR,3.25
ACC00011194,CUST0004180,BR0032,Current,Active,2021-12-06,260356.39,INR,6.75
ACC00011195,CUST0000482,BR0037,Savings,Active,2025-08-27,7878.62,USD,3.54
ACC00011196,CUST0007511,BR0008,Savings,Active,2023-05-04,6996.88,INR,5.95
ACC00011197,CUST0008172,BR0035,RD,Active,2025-02-13,20054.78,INR,5.32
ACC00011198,CUST0000272,BR0023,Current,Active,2020-09-14,4993.18,INR,7.15
ACC00011199,CUST0003536,BR0016,Savings,Active,2019-06-25,42468.09,INR,4.81
ACC00011200,CUST0004615,BR0036,Current,Dormant,2023-11-28,32535.73,INR,7.96
ACC00011201,CUST0003075,BR0009,Current,Active,2021-07-20,153360.39,INR,7.21
ACC00011202,CUST0009953,BR0039,Savings,Active,2022-09-13,64435.38,INR,7.17
ACC00011203,CUST0009009,BR0018,Current,Dormant,2025-11-19,21811.06,INR,4.17
ACC00011204,CUST0008180,BR0049,Savings,Active,2022-12-10,24617.85,INR,5.28
ACC00011205,CUST0000797,BR0031,Current,Active,2023-04-07,59635.67,INR,3.73
ACC00011206,CUST0008167,BR0038,Current,Dormant,2018-08-11,10081.83,INR,7.41
ACC00011207,CUST0007556,BR0042,Current,Active,2019-07-28,2371.92,INR,6.35
ACC00011208,CUST0002535,BR0037,NRI,Active,2023-11-10,9848.57,INR,2.54
ACC00011209,CUST0001192,BR0047,Savings,Active,2021-11-29,2525.36,EUR,5.94
ACC00011210,CUST0000937,BR0034,Savings,Active,2022-11-06,10129.75,USD,2.78
ACC00011211,CUST0006098,BR0047,RD,Dormant,2023-08-17,1395.14,INR,4.72
ACC00011212,CUST0000023,BR0041,Current,Closed,2022-01-31,5375.42,INR,7.87
ACC00011213,CUST0003204,BR0006,Current,Active,2022-07-06,53387.77,INR,3.11
ACC00011214,CUST0000452,BR0036,Savings,Active,2025-07-17,10336.19,INR,3.05
ACC00011215,CUST0000274,BR0014,Savings,Active,2025-11-04,155211.55,INR,7.43
ACC00011216,CUST0001025,BR0041,Savings,Active,2023-07-31,19934.45,INR,4.12
ACC00011217,CUST0008358,BR0024,Current,Active,2025-04-11,54478.19,INR,2.71
ACC00011218,CUST0006554,BR0033,Savings,Active,2022-09-05,751844.69,INR,6.21
ACC00011219,CUST0008489,BR0042,Current,Active,2025-06-06,2921.31,INR,4.08
ACC00011220,CUST0007857,BR0050,Savings,Closed,2018-12-31,2556.8,INR,4.99
ACC00011221,CUST0008021,BR0019,Current,Active,2018-04-26,7754.79,INR,3.62
ACC00011222,CUST0007797,BR0029,NRI,Active,2025-03-09,3175.44,INR,7.63
ACC00011223,CUST0009129,BR0006,Savings,Closed,2024-06-01,40465.16,INR,6.12
ACC00011224,CUST0008288,BR0003,Savings,Active,2025-11-28,4936.94,INR,6.71
ACC00011225,CUST0000571,BR0018,Current,Active,2019-01-23,28299.64,INR,5.07
ACC00011226,CUST0008333,BR0021,Savings,Active,2024-07-19,18530.06,INR,3.76
ACC00011227,CUST0005437,BR0029,FD,Active,2021-10-01,233988.86,INR,6.3
ACC00011228,CUST0006707,BR0042,Savings,Active,2019-01-29,11599.11,INR,3.29
ACC00011229,CUST0000767,BR0036,Current,Active,2020-08-20,6605.98,INR,5.12
ACC00011230,CUST0001627,BR0031,RD,Active,2022-06-26,65763.25,INR,4.67
ACC00011231,CUST0009025,BR0008,Current,Active,2018-04-12,143913.95,INR,4.5
ACC00011232,CUST0006321,BR0032,Savings,Active,2025-10-19,225288.61,INR,6.89
ACC00011233,CUST0004711,BR0016,Savings,Dormant,2022-09-21,54132.95,INR,4.09
ACC00011234,CUST0000654,BR0022,Savings,Active,2025-06-08,89994.46,INR,8.22
ACC00011235,CUST0008334,BR0002,Savings,Active,2019-12-16,39585.78,INR,4.18
ACC00011236,CUST0005835,BR0015,Savings,Active,2023-06-21,27589.37,INR,5.53
ACC00011237,CUST0005625,BR0040,Savings,Active,2024-02-25,187658.59,INR,5.92
ACC00011238,CUST0006043,BR0017,Current,Active,2023-07-05,323423.07,INR,5.29
ACC00011239,CUST0002878,BR0013,Savings,Dormant,2024-05-09,13377.65,INR,3.21
ACC00011240,CUST0004607,BR0035,Savings,Active,2025-02-27,13866.54,INR,6.6
ACC00011241,CUST0003526,BR0025,NRI,Dormant,2024-06-27,72455.18,INR,3.04
ACC00011242,CUST0005395,BR0010,Savings,Active,2023-06-21,44502.74,INR,3.86
ACC00011243,CUST0004556,BR0045,Current,Closed,2023-12-30,303989.08,INR,3.13
ACC00011244,CUST0009383,BR0011,Current,Dormant,2020-11-24,42626.82,INR,7.19
ACC00011245,CUST0007156,BR0033,Savings,Dormant,2019-02-12,52201.37,INR,6.89
ACC00011246,CUST0000384,BR0014,Savings,Dormant,2022-08-22,2042.85,INR,7.96
ACC00011247,CUST0002199,BR0034,Savings,Active,2025-03-06,11873.6,INR,5.62
ACC00011248,CUST0005368,BR0022,Current,Active,2019-07-28,83253.7,USD,5.5
ACC00011249,CUST0000571,BR0044,Current,Active,2024-04-15,10247.17,INR,7.7
ACC00011250,CUST0002643,BR0004,Savings,Active,2025-02-19,56619.05,EUR,4.3
ACC00011251,CUST0005222,BR0044,FD,Active,2018-09-28,5999.04,INR,4.54
ACC00011252,CUST0003732,BR0026,Savings,Active,2021-04-04,17569.51,INR,7.35
ACC00011253,CUST0002989,BR0001,Savings,Active,2020-07-01,322484.02,INR,6.4
ACC00011254,CUST0009264,BR0010,Current,Active,2023-04-18,9499.49,INR,8.06
ACC00011255,CUST0006475,BR0036,Current,Active,2026-02-17,16313.88,INR,5.4
ACC00011256,CUST0000762,BR0002,Savings,Active,2019-11-25,153521.18,EUR,7.4
ACC00011257,CUST0007403,BR0029,RD,Active,2019-03-11,4951.74,INR,7.02
ACC00011258,CUST0000928,BR0025,FD,Active,2023-09-17,118278.08,EUR,4.55
ACC00011259,CUST0002145,BR0023,Current,Active,2025-02-24,115375.68,INR,3.94
ACC00011260,CUST0001799,BR0030,Current,Active,2021-08-27,175639.1,INR,2.55
ACC00011261,CUST0007519,BR0025,Current,Active,2022-07-25,63885.94,INR,3.88
ACC00011262,CUST0007598,BR0013,Savings,Active,2021-04-18,3201.45,INR,2.87
ACC00011263,CUST0004248,BR0040,Current,Active,2018-11-10,603095.63,INR,6.97
ACC00011264,CUST0000451,BR0034,Savings,Dormant,2024-06-04,148713.45,INR,5.31
ACC00011265,CUST0009010,BR0035,Savings,Active,2022-12-11,223930.86,INR,4.18
ACC00011266,CUST0006392,BR0015,Current,Active,2022-04-11,482.55,INR,3.73
ACC00011267,CUST0009147,BR0039,Current,Active,2021-08-28,8278.3,EUR,5.48
ACC00011268,CUST0004581,BR0042,Savings,Active,2021-05-20,162136.09,INR,2.65
ACC00011269,CUST0006586,BR0020,Current,Active,2023-12-21,11103.57,EUR,4.1
ACC00011270,CUST0003886,BR0043,Savings,Dormant,2021-06-15,33766.34,INR,7.93
ACC00011271,CUST0002548,BR0022,Current,Active,2024-05-14,17176.72,INR,3.96
ACC00011272,CUST0003033,BR0025,RD,Dormant,2018-03-11,1202051.49,INR,2.93
ACC00011273,CUST0003740,BR0014,NRI,Active,2024-05-07,11134.42,USD,2.89
ACC00011274,CUST0001210,BR0019,Current,Active,2022-02-20,301413.05,INR,5.45
ACC00011275,CUST0009021,BR0046,Current,Active,2021-01-20,87388.85,INR,8.15
ACC00011276,CUST0004023,BR0022,Savings,Active,2026-01-05,48597.91,INR,7.87
ACC00011277,CUST0007668,BR0023,Savings,Active,2025-06-06,7175.68,INR,5.71
ACC00011278,CUST0000985,BR0001,Savings,Active,2019-12-18,2219.45,INR,3.87
ACC00011279,CUST0009762,BR0039,Current,Active,2018-04-16,5226.59,INR,6.19
ACC00011280,CUST0004645,BR0030,Current,Dormant,2021-06-28,7743.39,USD,8.04
ACC00011281,CUST0009728,BR0005,Savings,Active,2019-06-20,32250.22,INR,7.66
ACC00011282,CUST0005929,BR0030,Savings,Active,2021-04-07,23431.5,INR,8.37
ACC00011283,CUST0006355,BR0007,Current,Active,2025-04-05,8647.44,INR,3.79
ACC00011284,CUST0005206,BR0013,Current,Active,2018-12-01,45231.43,INR,4.94
ACC00011285,CUST0005625,BR0031,Savings,Active,2019-01-09,26336.57,INR,4.07
ACC00011286,CUST0006352,BR0007,Savings,Dormant,2023-06-10,4300.47,INR,7.67
ACC00011287,CUST0009178,BR0029,Savings,Active,2022-07-05,179936.52,EUR,4.53
ACC00011288,CUST0004868,BR0025,Savings,Dormant,2020-07-12,3830.46,INR,5.77
ACC00011289,CUST0002673,BR0013,Savings,Active,2025-12-10,2391.35,INR,7.22
ACC00011290,CUST0007772,BR0048,Savings,Active,2022-11-16,127686.57,INR,4.06
ACC00011291,CUST0005878,BR0015,NRI,Active,2025-05-12,1699383.29,INR,7.53
ACC00011292,CUST0002907,BR0030,Current,Active,2019-04-11,172733.29,INR,4.92
ACC00011293,CUST0002052,BR0007,Savings,Active,2019-09-21,107866.85,EUR,3.41
ACC00011294,CUST0008688,BR0005,Savings,Active,2019-03-10,53169.54,INR,6.06
ACC00011295,CUST0006523,BR0014,Savings,Active,2025-07-20,38479.68,INR,3.2
ACC00011296,CUST0004452,BR0030,RD,Active,2024-12-21,89708.88,INR,4.63
ACC00011297,CUST0004564,BR0023,Current,Active,2021-11-05,83178.91,INR,6.31
ACC00011298,CUST0004534,BR0016,Savings,Active,2020-04-26,15288.91,INR,7.01
ACC00011299,CUST0004060,BR0024,NRI,Active,2021-09-05,7017.77,INR,2.86
ACC00011300,CUST0009020,BR0043,Savings,Dormant,2023-08-30,36514.31,INR,5.33
ACC00011301,CUST0007709,BR0021,Savings,Dormant,2019-09-19,12869.6,INR,3.91
ACC00011302,CUST0004797,BR0043,Savings,Active,2024-07-13,28846.09,INR,3.47
ACC00011303,CUST0007156,BR0030,FD,Active,2024-04-19,6297.52,INR,6.28
ACC00011304,CUST0004142,BR0012,Savings,Active,2022-03-08,39464.21,USD,2.8
ACC00011305,CUST0004705,BR0045,NRI,Active,2019-04-19,3135.65,INR,5.99
ACC00011306,CUST0004145,BR0040,Current,Active,2019-08-31,16719.82,INR,2.79
ACC00011307,CUST0002168,BR0030,NRI,Active,2020-08-13,159731.45,INR,8.35
ACC00011308,CUST0003146,BR0038,Current,Active,2023-04-09,163976.33,INR,4.78
ACC00011309,CUST0009216,BR0022,Savings,Active,2020-03-22,13854.42,INR,7.93
ACC00011310,CUST0007275,BR0002,Savings,Active,2020-01-21,6938.62,INR,4.04
ACC00011311,CUST0009012,BR0023,FD,Dormant,2021-03-20,46421.96,INR,2.51
ACC00011312,CUST0009799,BR0042,Savings,Active,2020-05-16,9090.09,INR,4.45
ACC00011313,CUST0005652,BR0023,FD,Active,2022-04-09,419770.49,INR,7.88
ACC00011314,CUST0009885,BR0022,FD,Active,2019-05-13,24313.8,INR,5.39
ACC00011315,CUST0001363,BR0030,Savings,Active,2018-07-03,4345.53,INR,5.76
ACC00011316,CUST0000459,BR0027,RD,Active,2018-08-12,45895.49,INR,7.65
ACC00011317,CUST0004786,BR0034,Savings,Active,2019-06-10,74028.57,INR,5.27
ACC00011318,CUST0003702,BR0011,FD,Active,2025-02-22,3563.27,INR,6.72
ACC00011319,CUST0007055,BR0029,Savings,Active,2025-03-24,21896.36,INR,3.8
ACC00011320,CUST0003743,BR0037,Current,Active,2023-08-31,9091.94,INR,4.15
ACC00011321,CUST0003128,BR0006,NRI,Active,2018-04-29,4474.88,INR,8.15
ACC00011322,CUST0002043,BR0016,Savings,Active,2021-01-03,37168.78,INR,7.94
ACC00011323,CUST0000240,BR0020,Savings,Active,2018-10-13,741449.94,INR,6.3
ACC00011324,CUST0004934,BR0010,Savings,Active,2018-08-14,23772.51,INR,8.02
ACC00011325,CUST0004764,BR0046,Savings,Active,2022-01-16,93340.56,INR,5.34
ACC00011326,CUST0003664,BR0038,Savings,Active,2020-03-06,44110.86,INR,6.56
ACC00011327,CUST0009330,BR0037,Savings,Active,2022-02-24,44701.5,INR,3.05
ACC00011328,CUST0007713,BR0010,Current,Active,2022-10-11,20795.29,INR,8.41
ACC00011329,CUST0001001,BR0044,FD,Closed,2019-07-09,26645.36,INR,4.22
ACC00011330,CUST0001456,BR0025,Savings,Active,2019-10-28,46039.03,INR,2.91
ACC00011331,CUST0005622,BR0022,Savings,Active,2020-05-08,365.85,INR,6.06
ACC00011332,CUST0009587,BR0032,Savings,Active,2022-12-23,14845.94,INR,6.98
ACC00011333,CUST0005695,BR0017,Current,Active,2023-01-25,32516.46,INR,8.43
ACC00011334,CUST0009754,BR0026,Savings,Active,2019-09-03,384.47,INR,4.33
ACC00011335,CUST0009662,BR0016,Current,Dormant,2022-04-03,2071.87,INR,6.7
ACC00011336,CUST0004701,BR0010,Current,Dormant,2023-03-05,107194.45,INR,5.01
ACC00011337,CUST0004296,BR0017,Savings,Dormant,2020-01-01,1041.71,INR,4.59
ACC00011338,CUST0007787,BR0002,Savings,Active,2018-08-02,20284.87,INR,7.05
ACC00011339,CUST0005367,BR0002,Savings,Active,2021-06-16,8482.45,INR,5.89
ACC00011340,CUST0001908,BR0029,Savings,Active,2022-12-29,1113.36,INR,6.25
ACC00011341,CUST0003589,BR0046,Savings,Active,2022-08-12,170869.48,INR,3.77
ACC00011342,CUST0007984,BR0004,Savings,Active,2022-01-24,4913.09,INR,5.34
ACC00011343,CUST0008657,BR0030,Current,Active,2018-11-17,382423.71,INR,3.52
ACC00011344,CUST0001258,BR0012,Current,Active,2025-08-08,13797.73,INR,7.83
ACC00011345,CUST0002208,BR0034,Savings,Active,2024-03-01,9500.23,INR,3.43
ACC00011346,CUST0008972,BR0014,Current,Active,2021-10-10,38156.04,INR,7.44
ACC00011347,CUST0007268,BR0024,Savings,Active,2018-03-30,438.14,INR,4.63
ACC00011348,CUST0000556,BR0024,Current,Active,2018-11-19,10316.05,INR,6.69
ACC00011349,CUST0008161,BR0018,Savings,Active,2021-01-05,9754.44,INR,6.74
ACC00011350,CUST0006826,BR0025,Savings,Active,2020-03-08,6904.53,INR,6.05
ACC00011351,CUST0003093,BR0025,Savings,Active,2022-04-16,2566.21,INR,3.27
ACC00011352,CUST0001274,BR0041,Savings,Active,2022-07-16,15218.16,INR,7.55
ACC00011353,CUST0001213,BR0025,Current,Active,2022-10-24,14795.69,INR,4.59
ACC00011354,CUST0008986,BR0028,Current,Active,2018-05-28,7878.56,INR,5.13
ACC00011355,CUST0002720,BR0030,Savings,Active,2023-03-27,12092.81,INR,5.74
ACC00011356,CUST0006660,BR0025,Savings,Active,2020-12-25,10677.95,INR,2.63
ACC00011357,CUST0001063,BR0024,Savings,Active,2019-02-07,10775.01,INR,7.2
ACC00011358,CUST0007164,BR0040,Current,Active,2020-08-13,83493.2,INR,3.15
ACC00011359,CUST0000701,BR0039,Savings,Dormant,2021-03-06,18869.75,INR,7.48
ACC00011360,CUST0006490,BR0013,Savings,Active,2019-10-11,6548.82,INR,8.25
ACC00011361,CUST0008495,BR0002,Savings,Active,2018-11-22,56279.87,INR,5.56
ACC00011362,CUST0005250,BR0034,Current,Dormant,2022-05-28,4247.72,USD,6.58
ACC00011363,CUST0006612,BR0016,Savings,Active,2019-09-23,36021.57,INR,6.77
